Page,Image Path,Content,Table
95,uploads/images\toaz.info-7fb10-30-vol-2\page_95.png,"tuning general when the user requests to limit the maximum speed or weaken the regenerative braking force, use the tuning menu to indicate the set levels and adjust them in the same manner as those for power control level setting. twelve tuning items are prepared including spares. (translated to ko)","[{'Tuning No.': '1', 'Item': 'Setting regenerative braking torque (switch back)\nAdjustment of regenerative braking torque at switch back', 'Level (• Default setting position)': 'Weak • Strong'}, {'Tuning No.': '2', 'Item': 'Setting regenerative braking torque (accelerator off)\nChanging the regenerative braking torque when acceleration is OFF', 'Level (• Default setting position)': 'None Weak • Strong'}, {'Tuning No.': '3', 'Item': 'Lift interrupt level setting\nAdjustment of activation timings for remaining battery charge alarm and overdischarge alarm function (See page 4-67.)\nBattery charge indicator correction', 'Level (• Default setting position)': 'Small Large Invalid •'}, {'Tuning No.': '4', 'Item': 'Correction of decrease in battery charge indication', 'Level (• Default setting position)': 'Slow decrease Quick decrease'}, {'Tuning No.': '5', 'Item': 'Vehicle speed limiter\nAdjustment of maximum vehicle speed', 'Level (• Default setting position)': 'Low speed High speed None •'}, {'Tuning No.': '6', 'Item': 'Attachment power control No.1\nAdjustment of pump motor revolution at attachment switch No.1 ON', 'Level (• Default setting position)': 'Low speed High speed •'}, {'Tuning No.': '7', 'Item': 'Tilt power control\nAdjustment of pump motor rpm upon tilt switch ON (The mast control speed of SAS function cannot be adjusted.)', 'Level (• Default setting position)': 'Low speed High speed'}, {'Tuning No.': '8', 'Item': 'Spare', 'Level (• Default setting position)': ''}, {'Tuning No.': '9', 'Item': 'Spare', 'Level (• Default setting position)': ''}, {'Tuning No.': '10', 'Item': 'Spare', 'Level (• Default setting position)': ''}, {'Tuning No.': '11', 'Item': 'Spare', 'Level (• Default setting position)': ''}, {'Tuning No.': '12', 'Item': 'Spare', 'Level (• Default setting position)': ''}]"
96,uploads/images\toaz.info-7fb10-30-vol-2\page_96.png,tuning screen operation procedure (translated to ko),"[{'Switch': '①', 'Function': 'Decreases the tuning level.'}, {'Switch': '②', 'Function': 'Increases the tuning level.'}, {'Switch': '③', 'Function': 'Enters (and switches to the next screen)'}]"
97,uploads/images\toaz.info-7fb10-30-vol-2\page_97.png, (translated to ko),"[{'No.': 'OPT-1', 'Indication': 'DEMO MODE', 'Description': 'Enables simultaneous traveling and material handling before starting the hour meter.', 'Selection Y': 'Enable', 'Selection N': 'Disable'}, {'No.': 'OPT-2', 'Indication': 'H/M START', 'Description': 'Start counting by hour meter.', 'Selection Y': 'Counting', 'Selection N': 'No counting'}, {'No.': 'OPT-3', 'Indication': 'P/C LOCK', 'Description': 'Disables setting of levels for traveling/load handling power control, 2-speed travel speed control and overspeed alarm (option).', 'Selection Y': 'Enable', 'Selection N': 'Disable'}, {'No.': 'OPT-4', 'Indication': 'DESTI', 'Description': 'Sets the data according to the destination. Changes the display indication.', 'Selection Y': 'Domestic (J)', 'Selection N': 'Overseas (I)'}, {'No.': 'OPT-5', 'Indication': 'B LEVEL', 'Description': 'Enables/disables the battery electrolyte level alarm function.', 'Selection Y': 'Enable', 'Selection N': 'Disable'}, {'No.': 'OPT-6', 'Indication': 'MPH', 'Description': 'Displays the vehicle speed in mph.', 'Selection Y': 'Setting to mph', 'Selection N': 'Setting to km/h'}, {'No.': 'OPT-7', 'Indication': 'C/CNT RES', 'Description': 'Resets the charge counter to 0. (Normal charge count)', 'Selection Y': 'Reset', 'Selection N': 'Not reset'}, {'No.': 'OPT-8', 'Indication': 'BATTERY', 'Description': 'Adjusts the charge indicator calculation method.', 'Selection Y': 'Battery less vehicle (L)', 'Selection N': 'Vehicle mounted with battery (W)'}, {'No.': 'OPT-9', 'Indication': 'SHOU-TOKU', 'Description': 'Limit the vehicle speed for small special vehicle to 15 km/h.', 'Selection Y': 'Limited (Y)', 'Selection N': 'Unlimited (N)'}, {'No.': 'OPT-10', 'Indication': 'AUTO P-OFF', 'Description': 'Enables/disables the auto power off function.', 'Selection Y': 'Enable (Y)', 'Selection N': 'Disable (N)'}, {'No.': 'OPT-11', 'Indication': 'PARKING ERR', 'Description': 'Enables/disables the parking brake and deadman switch (option) operation indicator.', 'Selection Y': 'Enable', 'Selection N': 'Disable'}, {'No.': 'OPT-12', 'Indication': 'TILT CNT', 'Description': 'Enables/disables the mast forward tilt automatic stopping function.', 'Selection Y': 'Enable', 'Selection N': 'Disable'}, {'No.': 'OPT-13', 'Indication': 'SWG W-LOCK', 'Description': 'Unused (Set to N.)', 'Selection Y': 'Enable', 'Selection N': 'Disable'}, {'No.': 'OPT-14', 'Indication': 'TILT F-LIM', 'Description': 'Enables/disables the mast forward tilt speed limit control.', 'Selection Y': 'Enable', 'Selection N': 'Disable'}]"
98,uploads/images\toaz.info-7fb10-30-vol-2\page_98.png,operation procedure screen (translated to ko),[]
99,uploads/images\toaz.info-7fb10-30-vol-2\page_99.png,hour meter starting method 1. press switch ① for 2 seconds or more. 2. press switch ① while pressing switch ② (held in the state of 1 above). (translated to ko),[]
100,uploads/images\toaz.info-7fb10-30-vol-2\page_100.png,"matching general for the tilt angle, load, tire angle and swing angle sensors among sensors used for sas functions, the signal voltage values under the mast vertical, no load, tire straight and rear axle horizontal conditions are stored, respectively, in the controller for the control based on these values. when servicing or replacing these sensors, matching (updating the sensor signal voltage to match the standard vehicle condition) is necessary. also, matching is needed for the tilt angle sensor when the vehicle posture has changed excessively, and for the load sensor when the load under no load condition (no load on fork) is changed because of addition or removal of any attachment. (translated to ko)","[{'No.': '1', 'Indication': 'TILTL', 'Description': 'Stores the tilt angle sensor output value with fork in the horizontal position to the controller.', 'Necessary condition': '①②③④⑤⑥'}, {'No.': '2', 'Indication': 'TILTF', 'Description': 'Stores the tilt angle sensor output value at the mast vertical position to the controller.', 'Necessary condition': '①②③④⑤⑥'}, {'No.': '3', 'Indication': 'LOAD', 'Description': 'Stores the pressure sensor output value under no-load condition to the controller.', 'Necessary condition': '①②③④⑤⑥'}, {'No.': '4', 'Indication': 'TIRE', 'Description': 'Stores the tire angle sensor output value while the vehicle is traveling straight to the controller.', 'Necessary condition': '②⑥'}]"
101,uploads/images\toaz.info-7fb10-30-vol-2\page_101.png,"before starting matching set the vehicle to the standard vehicle condition before starting matching. the standard vehicle condition means when the vehicle satisfies the conditions described below. 1. tire inflating pressure check adjust the tire inflating pressure to the specified value. if it is insufficient or if there is a difference between the front and rear wheels or between lh and rh wheels, matching will become inaccurate. 2. floor levelness check if matching is conducted on an inclined or rough floor surface, normal matching will result. so, perform matching on a flat, horizontal floor (inclination: within 0.5°). generally the inclination of floors in ordinary plants, warehouses and buildings is within 0.5°, which does not influence matching adversely. be careful since some parts of floors may be inclined over 0.5° for some reason or other. 3. no-load vertical condition check the voltage of the load sensor signal in no-load state is stored in the controller. therefore, the following conditions must be satisfied: • for the v/sv mast, set the fork height to about 500 mm (20 in.) and use a goniometer to see that the mast is vertical. • for the fv/fsv mast, set the rear cylinder rod projection to about 100 mm (4 in.) and use a goniometer to see that the mast is vertical. • for the vehicle with an attachment, install the attachment. • set the mast vertical by operating tilting it in the forward tilting direction from the backward tilted position. • on a vehicle with attachment (ug1c671-1-2 or an attachment whose weight exceeds that shown in the table below), set the mast vertical with the attachment at a height of 500 mm (19.7 in.) and perform matching in this goniometer position. (see the table below showing the allowable weight for installation on mast.) 4. tire straight traveling condition check the signal voltage of the angle sensor is stored in the controller when the tires are traveling straight. so the traveling direction must be straight (forward or rightward deviation during traveling 5 meters (16.5 ft.) is within 50 mm (2.0 in.)). (translated to ko)","[{'Mast lifting height': 'Up to 3000', '7FB10': '500', '7FB14': '650', '7FB15': '650', '7FB18': '650', '40-7FB15': '600', '7FB20': '950', '40-7FB20': '850', '40-7FB25': '950', '7FB30': '950', '7FBJ35': '1350'}, {'Mast lifting height': 'Over 3000 up to 3500', '7FB10': '450', '7FB14': '550', '7FB15': '550', '7FB18': '550', '40-7FB15': '500', '7FB20': '800', '40-7FB20': '750', '40-7FB25': '750', '7FB30': '900', '7FBJ35': '1150'}, {'Mast lifting height': 'Over 4000 up to 5000', '7FB10': '350', '7FB14': '500', '7FB15': '500', '7FB18': '500', '40-7FB15': '400', '7FB20': '750', '40-7FB20': '750', '40-7FB25': '700', '7FB30': '800', '7FBJ35': '1100'}, {'Mast lifting height': 'Over 5000 up to 6000', '7FB10': '300', '7FB14': '450', '7FB15': '450', '7FB18': '450', '40-7FB15': '350', '7FB20': '700', '40-7FB20': '700', '40-7FB25': '650', '7FB30': '750', '7FBJ35': '1050'}]"
102,uploads/images\toaz.info-7fb10-30-vol-2\page_102.png, (translated to ko),[]
103,uploads/images\toaz.info-7fb10-30-vol-2\page_103.png,"wheel dia it is necessary to input the tire constant to the controller according to the tire radius, for optimizing the speedometer reading. although the tire constant is set on a new vehicle at shipment from the factory, adjust it whenever the tire size is changed or the tires are worn excessively, to avoid errors affecting the speedometer indication. (translated to ko)","[{'Vehicle model': '7FB10-14', 'Tire type': 'Standard single', 'Constant': '34', 'Size': '6.00-9-10'}, {'Vehicle model': '7FB15-18', 'Tire type': 'Standard single', 'Constant': '34', 'Size': '15 (6.00-9-10) 18 (21-8-9-14)'}, {'Vehicle model': '7FB20-25 40-7FB15', 'Tire type': 'Standard single', 'Constant': '39', 'Size': '21-8-9-14'}, {'Vehicle model': '40-7FB20-25', 'Tire type': 'Standard single', 'Constant': '71', 'Size': '7.00-12-12'}, {'Vehicle model': '7FB30 7FBJ35', 'Tire type': 'Standard single', 'Constant': '82', 'Size': '28-9-15-14'}, {'Vehicle model': '7FB10-14', 'Tire type': 'Oversize single', 'Constant': '55', 'Size': '6.50-10-12'}, {'Vehicle model': '7FB15-18', 'Tire type': 'Oversize single', 'Constant': '54', 'Size': '6.50-10-12'}, {'Vehicle model': '7FB20-25 40-7FB15', 'Tire type': 'Oversize single', 'Constant': '51', 'Size': '23-9-10-16'}, {'Vehicle model': '7FB10-14', 'Tire type': 'Standard double', 'Constant': '42', 'Size': '4.50-12-8'}, {'Vehicle model': '7FB15-18', 'Tire type': 'Standard double', 'Constant': '41', 'Size': '4.50-12-8'}, {'Vehicle model': '40-7FB20-25', 'Tire type': 'Standard double', 'Constant': '79', 'Size': '5.50-15-8'}, {'Vehicle model': '7FB30 7FBJ35', 'Tire type': 'Standard double', 'Constant': '81', 'Size': '6.00-15-12'}, {'Vehicle model': '7FB10-14', 'Tire type': 'Special double', 'Constant': '38', 'Size': '6.00-9-10'}, {'Vehicle model': '7FB15-18', 'Tire type': 'Special double', 'Constant': '37', 'Size': '6.00-9-10'}, {'Vehicle model': '7FB20-25 40-7FB15', 'Tire type': 'Special double', 'Constant': '37', 'Size': '6.00-9-10'}, {'Vehicle model': '40-7FB20-25', 'Tire type': 'Special double', 'Constant': '81', 'Size': '7.00-12-12'}, {'Vehicle model': '7FB30 7FBJ35', 'Tire type': 'Special double', 'Constant': '85', 'Size': '28-9-15-12'}, {'Vehicle model': '7FB10-14', 'Tire type': 'Standard single', 'Constant': '39', 'Size': '6.00-9'}, {'Vehicle model': '7FB15-18', 'Tire type': 'Standard single', 'Constant': '18 : 39', 'Size': '6.00-9'}, {'Vehicle model': '7FB20-25 40-7FB15', 'Tire type': 'Standard single', 'Constant': '46', 'Size': '21-8-9'}, {'Vehicle model': '40-7FB20-25', 'Tire type': 'Standard single', 'Constant': '72', 'Size': '7.00-12'}, {'Vehicle model': '7FB30 7FBJ35', 'Tire type': 'Standard single', 'Constant': '84', 'Size': '28-9-15'}, {'Vehicle model': '7FB10-14', 'Tire type': 'Oversize single', 'Constant': '50', 'Size': '6.50-10'}, {'Vehicle model': '7FB15-18', 'Tire type': 'Oversize single', 'Constant': '48', 'Size': '6.50-10'}, {'Vehicle model': '7FB20-25 40-7FB15', 'Tire type': 'Oversize single', 'Constant': '57', 'Size': '23-9-10'}, {'Vehicle model': '7FB10-14', 'Tire type': 'Standard double', 'Constant': '44', 'Size': '4.50-12'}, {'Vehicle model': '7FB15-18', 'Tire type': 'Standard double', 'Constant': '44', 'Size': '4.50-12'}, {'Vehicle model': '7FB30 7FBJ35', 'Tire type': 'Standard double', 'Constant': '85', 'Size': '6.00-15'}, {'Vehicle model': '7FB10-14', 'Tire type': 'Special double', 'Constant': '39', 'Size': '6.00-9'}, {'Vehicle model': '7FB15-18', 'Tire type': 'Special double', 'Constant': '39', 'Size': '6.00-9'}, {'Vehicle model': '7FB20-25 40-7FB15', 'Tire type': 'Special double', 'Constant': '42', 'Size': '6.00-9'}, {'Vehicle model': '40-7FB20-25', 'Tire type': 'Special double', 'Constant': '75', 'Size': '7.00-12'}, {'Vehicle model': '7FB30 7FBJ35', 'Tire type': 'Special double', 'Constant': '94', 'Size': '7.00-15'}]"
104,uploads/images\toaz.info-7fb10-30-vol-2\page_104.png,electrical system troubleshooting (translated to ko),[]
105,uploads/images\toaz.info-7fb10-30-vol-2\page_105.png,"general troubles can be classified into those indicated by respective error codes on the display and those for which no error code is displayed. measuring instruments such as a tester and a megger are used for troubleshooting, but some troubles can be checked by the analyzer mounted on the vehicle. description in this manual are for mechanics who have mastered handling of measuring instruments, accurate reading of wiring and connection diagrams and measurement according to connector diagrams. please use the attached wiring, connection and connector diagrams. (translated to ko)",[]
106,uploads/images\toaz.info-7fb10-30-vol-2\page_106.png, (translated to ko),"[{'Inspection 2': 'Connector No., Pin No., Voltage No.', 'CN104-12 (P2)': 'Voltage check', 'N1': '', 'Tester probe +': '', 'Tester probe -': '', 'Analyzer test item': 'ANL.: I/O monitor 1 VBP4 (VBMB) voltage check', 'Test description': ''}]"
107,uploads/images\toaz.info-7fb10-30-vol-2\page_107.png,"sst setting methods use ssts for accurate, quick troubleshooting of the electrical system of the 7fb series. nine types of ssts are provided for selective use according to the portion to be checked. correct check is impossible if the connection method is wrong. (translated to ko)","[{'SST': 'SST1', 'Code': '09231-13130-71', 'Description': 'Controller check harness'}, {'SST': 'SST2', 'Code': '09232-13130-71', 'Description': 'Fan check harness (for CN105) (also for DC/MD board power supply check)'}, {'SST': 'SST3', 'Code': '09233-13130-71', 'Description': 'Shorting harness (for CN20, 52, 55, 58, 86, 90 and 91)'}, {'SST': 'SST4', 'Code': '09234-13130-71', 'Description': 'MOS drive signal check harness 1 (for CN111 and 112)'}, {'SST': 'SST5', 'Code': '09235-13130-71', 'Description': 'MOS drive signal check harness 2 (for CN106 and 107)'}, {'SST': 'SST6', 'Code': '09236-13130-71', 'Description': 'Swing and knob offset check harness (for CN146)'}, {'SST': 'SST7', 'Code': '09237-13130-71', 'Description': 'Traveling motor rpm sensor check harness (for CN67)'}, {'SST': 'SST8', 'Code': '09238-13130-71', 'Description': 'Steering sensor check harness (for CN19)'}, {'SST': 'SST9', 'Code': '09239-13130-71', 'Description': 'Acceleration potentio meter check harness (for CN25)'}]"
108,uploads/images\toaz.info-7fb10-30-vol-2\page_108.png,"1. sst1·sst9 setting method *sst 1 is used for two different types of check. (1) disconnect cn105, 106 and 107 connectors from the cpu board. (2) set the sst1 main connector to cn105. (3) set the sst9 connector (for cn106 and 107) to cn106 and 107 on the cpu board. (4) connect the 3-pin connector of sst1 to the 3-pin connector of sst9. -for fan signal line check- (5) connect connector ⑤ and connector ⑥ and check the fan on/off signal by the analyzer ""active test"". (6) the traveling or material handling system fan is selected by the switch on the display. -for dc/md board check- (5) connect connectors ⑤ and ⑥ and check the power on/off by the analyzer ""active test"". (6) the traveling or material handling signal is selected by the switch on the display. (translated to ko)",[{'SST1 connector (Connect to CN105)': '19271843/6587'}]
109,uploads/images\toaz.info-7fb10-30-vol-2\page_109.png,"5.6 3. sst3 setting method (1) jack up the front portion of the vehicle to let the drive wheels float. (2) disconnect the drive motor cable (from p7, p8 and p9) and the pump motor cable (from p14, p15 and p16). (3) disconnect cn111 (for traveling circuit) and cn112 (for material handling circuit), and set sst3. *sst3 must be connected to either cn111 or cn112, and must not be connected to both of them at a time. (translated to ko)",[]
110,uploads/images\toaz.info-7fb10-30-vol-2\page_110.png,4. sst4-sst9 setting method the traveling and material handling motor drive instruction signal is checked by reversal between the traveling and material handling systems. the material handling lever operation for checking the traveling circuit is not an error. sst4 and sst9 are used for judging the quality of the instruction signal from the cpu board to the dc/md board and the drive signal from the dc/md board to the mos when any abnormality is found in the check using sst3. pay special attention to the operation because sst4 and sst9 are set while sst3 is set. (especially pay attention to battery plug on/off and motor cable disconnection.) to check the traveling circuit (the parenthesized portions apply to checking the material handling circuit.) (translated to ko),[]
111,uploads/images\toaz.info-7fb10-30-vol-2\page_111.png,5.8 5. sst5 setting method sst5 is used for judging the quality of the spring solenoid valve and steering angle correction solenoid valve drive signals. it is used to check whether the drive signal from the scpu board in the ps controller or the drive signal from the dc/sd board is defective. (translated to ko),[]
112,uploads/images\toaz.info-7fb10-30-vol-2\page_112.png,"6. sst6 setting method sst6 is for checking the drive motor speed sensor signal. two drive motor speed sensors are used: ssd1 and ssd2. individual speed sensor quality judgment is impossible. set sst6 and judge by analyzer ""active test"". sst6 is for checking by reversing the ssd1 and ssd2 output signals. (translated to ko)",[]
113,uploads/images\toaz.info-7fb10-30-vol-2\page_113.png,"sst7 setting method sst7 is used for judging the steering sensor signal quality. when sst7 is connected, the output signals from sts1 and sts2 are reversed, and the stsc signal is set to on. (translated to ko)",[]
114,uploads/images\toaz.info-7fb10-30-vol-2\page_114.png,"traveling and material handling systems troubleshooting when an error code is displayed safety monitor ( ■ , blinking) a0-1, a0-2: abnormal controller temperature rise (overheat) related portion (translated to ko)",[]
115,uploads/images\toaz.info-7fb10-30-vol-2\page_115.png, (translated to ko),[]
116,uploads/images\toaz.info-7fb10-30-vol-2\page_116.png, (translated to ko),[]
117,uploads/images\toaz.info-7fb10-30-vol-2\page_117.png,"inspection 3: cn105-4 (37) - c106-10 (14) voltage check battery plug on, key switch on (translated to ko)",[]
118,uploads/images\toaz.info-7fb10-30-vol-2\page_118.png, (translated to ko),[]
119,uploads/images\toaz.info-7fb10-30-vol-2\page_119.png,5.16 error code a1: high controller voltage related portion (translated to ko),[]
121,uploads/images\toaz.info-7fb10-30-vol-2\page_121.png,5-18 safety monitor (■ blinking) a2: abnormal temperature rise of cpu board related portion (translated to ko),[]
122,uploads/images\toaz.info-7fb10-30-vol-2\page_122.png,error code a3-1: incorrect charging plug connection (translated to ko),[]
123,uploads/images\toaz.info-7fb10-30-vol-2\page_123.png,"5.20 inspection 1: p1 (p0)-n1 voltage check battery plug on, key switch on (translated to ko)","[{'Measurement terminals': 'P1 (P0) ↔ -N1', 'Tester range': '200 V', 'Standard': 'Battery voltage'}]"
124,uploads/images\toaz.info-7fb10-30-vol-2\page_124.png,a3-2: incorrect battery connection (translated to ko),[]
125,uploads/images\toaz.info-7fb10-30-vol-2\page_125.png,5.22 error code a4: acceleration switch abnormality related portion (translated to ko),"[{'Estimated causes': ['Accelerator pedal depressed upon battery plug ON', 'Acceleration potentiometer adjustment defect', 'Harness short circuit']}]"
126,uploads/images\toaz.info-7fb10-30-vol-2\page_126.png,"inspection 1 cn102 short circuit check battery plug off, cn102 connector disconnection (translated to ko)","[{'Measurement terminals': 'CN102-1 (64) ↔ CN102-22 (68)', 'Tester range': 'Ω x 1', 'Standard': 'Open (∞ Ω)'}]"
127,uploads/images\toaz.info-7fb10-30-vol-2\page_127.png,"a6-1, a6-3, a6-5, a6-6: material handling limit switch abnormality (translated to ko)",[]
128,uploads/images\toaz.info-7fb10-30-vol-2\page_128.png,inspection 1 cn101 short circuit check battery plug off (translated to ko),"[{'Measurement terminals': '① CN101-32 (63) ↔ CN101-26 (51)\n② CN101-11 (63) ↔ CN101-26 (51)\n③ CN101-22 (63) ↔ CN101-26 (51)\n④ CN101-16 (51) ↔ CN101-26 (51)\n⑤ CN101-17 (62) ↔ CN101-26 (51)', 'Tester range': 'Ω x 1', 'Standard': 'Open (∞ Ω)'}]"
129,uploads/images\toaz.info-7fb10-30-vol-2\page_129.png, (translated to ko),[]
130,uploads/images\toaz.info-7fb10-30-vol-2\page_130.png, (translated to ko),[]
131,uploads/images\toaz.info-7fb10-30-vol-2\page_131.png,"5.28 error code aa: cpu board temperature sensor abnormality related portion cpu board temperature sensor th101 estimated causes 1. cpu board defect 2. cpu board replacement as the action upon code aa display error code af: cpu abnormality related portion cpu board estimated causes 1. cpu board defect * if code af is displayed, replace the cpu board since it is defective. (translated to ko)",[]
132,uploads/images\toaz.info-7fb10-30-vol-2\page_132.png,error code c0-1: main drive circuit abnormality (translated to ko),"{'title': 'Estimated causes', 'items': ['TMD (MOS) defect', 'Battery current sensor defect', 'DC/MD board defect', 'Short-circuiting of motor cable']}"
133,uploads/images\toaz.info-7fb10-30-vol-2\page_133.png, (translated to ko),"[{'Parameter': 'TMD inspection (Inspection 3)', 'Value': '1- and 2-ton series: 0 or approx. 48 V 3-ton, J3.5-ton: 0 or approx. 80 V'}]"
135,uploads/images\toaz.info-7fb10-30-vol-2\page_135.png,inspection 3: individual tmd inspection remove each tmd and inspect the respective tmd. (translated to ko),[]
136,uploads/images\toaz.info-7fb10-30-vol-2\page_136.png, (translated to ko),[]
137,uploads/images\toaz.info-7fb10-30-vol-2\page_137.png,inspection 1: active check between cn107-9 and cn110-9 battery plug off (translated to ko),"[{'Measurement terminals': 'CN107-9 (34) - CN110-9 (34) (REC)', 'Tester range': 'Ω x 1', 'Standard': '0 Ω'}]"
138,uploads/images\toaz.info-7fb10-30-vol-2\page_138.png,error code c0-4: travel drive circuit abnormality (translated to ko),[]
139,uploads/images\toaz.info-7fb10-30-vol-2\page_139.png,inspection 1: continuity check between cn107 and cn110 battery plug off (translated to ko),"[{'Measurement terminals': 'CN107-9 (34) - CN110-9 (34) (REC)', 'Tester range': 'Ω x 1', 'Standard': '0 Ω'}]"
140,uploads/images\toaz.info-7fb10-30-vol-2\page_140.png,error code c1: drive current sensor abnormality (translated to ko),[]
141,uploads/images\toaz.info-7fb10-30-vol-2\page_141.png, (translated to ko),[]
142,uploads/images\toaz.info-7fb10-30-vol-2\page_142.png, (translated to ko),[]
143,uploads/images\toaz.info-7fb10-30-vol-2\page_143.png,safety monitor (■■■ blinking): drive motor overheat (c2-1) (translated to ko),[]
144,uploads/images\toaz.info-7fb10-30-vol-2\page_144.png,error code c2-2: drive motor temperature sensor abnormality (translated to ko),[]
145,uploads/images\toaz.info-7fb10-30-vol-2\page_145.png,"inspection 1: cn102 - n1 voltage check battery plug on, key switch on (translated to ko)","[{'Measurement terminals': 'CN102-11 (87+) - N1 (-)', 'Tester range': 'DC 10 V', 'Standard': '4.9 V ± 1 V'}]"
146,uploads/images\toaz.info-7fb10-30-vol-2\page_146.png,error code c3: drive main circuit temperature sensor abnormality (translated to ko),[]
147,uploads/images\toaz.info-7fb10-30-vol-2\page_147.png,inspection 1: temperature sensor resistance check battery plug off (translated to ko),"[{'Measurement terminals': 'Both terminals of CN130 connector (temperature sensor side)', 'Tester range': 'kΩ x 1', 'Standard': 'Approx. 11 - 12 kΩ (at 25°C)'}]"
148,uploads/images\toaz.info-7fb10-30-vol-2\page_148.png,error code c4: acceleration potentiometer abnormality (translated to ko),[]
149,uploads/images\toaz.info-7fb10-30-vol-2\page_149.png,"inspection 1: acceleration potentiometer individual check sst setting procedure battery plug off disconnect connector cn25 and set the sst8 to the connector on the main harness side. battery plug off, acceleration potentiometer connector disconnection (translated to ko)","[{'Measurement terminals': 'CN25-3 (52) ~ CN25-4 (53)', 'Tester range': 'Ω x 1', 'Standard': 'Change between 0 ~ 2 and 4kΩ'}]"
150,uploads/images\toaz.info-7fb10-30-vol-2\page_150.png,"inspection 2: cn102 – n1 voltage check battery plug on, key switch on (translated to ko)","[{'Measurement terminals': 'CN102-2 (25) ↔ -N1 ⇔', 'Tester range': 'DC-10 V', 'Standard': 'Less than 4.7 V'}]"
151,uploads/images\toaz.info-7fb10-30-vol-2\page_151.png, (translated to ko),[]
152,uploads/images\toaz.info-7fb10-30-vol-2\page_152.png,"inspection 1: cn102-2 - n1 voltage check battery plug on, key switch on (translated to ko)","[{'Measurement terminals': 'CN102-2 (52) ⇔ -N1-', 'Tester range': 'DC 10 V', 'Standard': '0.2 V or more'}]"
153,uploads/images\toaz.info-7fb10-30-vol-2\page_153.png,5.50 error code c7: direction switch abnormality related portion (translated to ko),[]
154,uploads/images\toaz.info-7fb10-30-vol-2\page_154.png,"inspection 1 cn101 - n1 voltage check battery plug on, key switch on (translated to ko)","[{'Measurement terminals': 'Forward: CN101-1 (45) ⊕ - N1 ⊖\nBackward: CN101-2 (46) ⊕ - N1 ⊖', 'Tester range': 'DC 10 V', 'Standard': 'Approx. 5 V'}]"
155,uploads/images\toaz.info-7fb10-30-vol-2\page_155.png,error code c8: drive rotary sensor abnormality diagnosis memory c8-1-c8-2 related portion (translated to ko),[]
156,uploads/images\toaz.info-7fb10-30-vol-2\page_156.png,"inspection 1 cn102 - n1 voltage check battery plug on, key switch on (translated to ko)","[{'Measurement terminals': 'SSD1: CN102-6 (B1) ↔ N1 ⊝\nSSD2: CN102-7 (B2) ↔ N1 ⊝', 'Tester range': 'DC 10 V', 'Standard': '0 V'}]"
157,uploads/images\toaz.info-7fb10-30-vol-2\page_157.png,error code cb-1: mb abnormality (open) (translated to ko),[]
158,uploads/images\toaz.info-7fb10-30-vol-2\page_158.png, (translated to ko),[]
159,uploads/images\toaz.info-7fb10-30-vol-2\page_159.png, (translated to ko),[]
160,uploads/images\toaz.info-7fb10-30-vol-2\page_160.png, (translated to ko),[]
161,uploads/images\toaz.info-7fb10-30-vol-2\page_161.png,"inspection 5: mb contactor signal voltage check disconnected mb contactor connector (cn134), battery plug on, key switch on (translated to ko)",[]
162,uploads/images\toaz.info-7fb10-30-vol-2\page_162.png,inspection 7. voltage measurement between p3 and q201 on cpu board (translated to ko),"[{'Measurement terminals': 'P3⊕ - Q201 on CPU board⊖', 'Tester range': 'DC 50 V', 'Standard': '9 V or more'}]"
163,uploads/images\toaz.info-7fb10-30-vol-2\page_163.png,error code cb-2: mb fusing related portion (translated to ko),[]
164,uploads/images\toaz.info-7fb10-30-vol-2\page_164.png,"inspection 1: bat - n1 voltage check battery plug on, voltage check at key switch off (translated to ko)",[]
165,uploads/images\toaz.info-7fb10-30-vol-2\page_165.png,5.62 error code fe: communication from ps controller abnormality related portion (translated to ko),[]
166,uploads/images\toaz.info-7fb10-30-vol-2\page_166.png,"inspection 1: <for fe-1>: cpu board - scpu board signal voltage check 1 battery plug on, key switch on (translated to ko)",[]
168,uploads/images\toaz.info-7fb10-30-vol-2\page_168.png, (translated to ko),[]
169,uploads/images\toaz.info-7fb10-30-vol-2\page_169.png,5.66 error code e0-1: material handling main circuit abnormality related portion (translated to ko),[]
170,uploads/images\toaz.info-7fb10-30-vol-2\page_170.png, (translated to ko),[]
171,uploads/images\toaz.info-7fb10-30-vol-2\page_171.png,inspection 1: sst3 led status check an abnormal position of the signal circuit to the tmp can be determined by observing on or off of leds on sst3. (translated to ko),"[{'Measurement terminals': 'P14, P15, P16 ↔ N1', 'Tester range': 'DC 200 V', 'Standard': 'Approx. 1/2 of the battery voltage'}]"
172,uploads/images\toaz.info-7fb10-30-vol-2\page_172.png,inspection 3: tmp itself inspection disconnect each tmp and inspect. (translated to ko),[]
173,uploads/images\toaz.info-7fb10-30-vol-2\page_173.png,5.70 error code e0-3: material handling drive power supply abnormality related portion (translated to ko),"[{'Estimated causes': ['Short-circuiting of load', 'DC/MD defect', 'Open circuit of harness']}]"
174,uploads/images\toaz.info-7fb10-30-vol-2\page_174.png, (translated to ko),[]
175,uploads/images\toaz.info-7fb10-30-vol-2\page_175.png,inspection 1: cn106-9 - cn109-9 active check battery plug off (translated to ko),"[{'Measurement terminals': 'CN106-9 (35) - CN109-9 (35) (REC)', 'Tester range': 'Ω x 1', 'Standard': '0 Ω'}]"
